Zeo1,Zeo2,SOAP,D,mA11,mA12,mA13,mA21,mA22,mA23,mA31,mA32,mA33,mB11,mB12,mB13,mB21,mB22,mB23,mB31,mB32,mB33
SAF,SFH,0.1368,0.2365,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAF,SFN,0.1356,0.2541,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,1
SAF,SFO,0.2252,0.0863,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,1
SAF,SFS,0.1518,0.1251,-2,-1,-1,-1,0,-2,1,-2,1,0,2,0,0,1,-2,-2,1,2
SAF,SFV,0.1313,0.1548,1,0,0,0,1,0,0,0,12,1,0,0,0,1,0,0,0,1
SAF,SFW,0.1819,0.1684,-2,-2,-1,-2,1,2,-1,2,-2,0,-2,-1,2,-2,1,-2,-2,1
SAF,SGT,0.1597,0.1438,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAF,SIV,0.2274,0.0283,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAF,SOD,0.2390,0.1210,1,0,0,0,1,0,0,0,3,2,0,0,0,4,0,0,0,2
SAF,SOF,0.1813,0.0923,1,0,0,0,1,0,0,0,5,1,0,0,0,2,0,0,0,4
SAF,SOR,0.0892,0.0472,3,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,1
SAF,SOS,0.2199,0.1474,3,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,0,1
SAF,SSF,0.1084,0.1109,-2,-2,-1,-2,1,2,-1,2,-2,0,-2,2,2,2,2,-2,2,2
SAF,SSO,0.0952,0.3668,1,0,0,0,1,0,0,0,5,1,0,0,0,2,0,0,0,2
SAF,SSY,0.1082,0.1376,-2,-1,-2,-1,1,1,-1,2,0,-2,-2,-2,-2,1,-1,0,2,-2
SAF,STF,0.1692,0.1376,1,0,0,0,1,0,0,0,1,-2,0,-1,0,-1,0,0,0,1
SAF,STI,0.2356,0.1052,1,0,0,0,1,0,0,0,9,1,0,0,0,2,0,0,0,4
SAF,STO,0.0639,0.2066,1,0,0,0,1,0,0,0,7,1,0,0,0,2,0,0,0,2
SAF,STT,0.1705,0.3134,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAF,STW,0.2180,0.1683,-2,-1,-2,-2,-1,1,-1,2,0,-1,0,-2,-2,-2,-1,-2,2,1
SAF,SVR,0.1623,0.1169,23,0,0,0,1,0,0,0,1,16,0,0,0,1,0,0,0,1
SAF,SVV,0.1779,0.0965,-1,-2,-2,-1,1,0,0,2,-1,-1,-1,-2,-1,-1,2,-1,1,2
SAF,SVY,0.1627,0.1704,-2,-2,-2,-2,-1,2,0,2,-2,-1,2,1,2,2,1,1,1,-1
SAF,SWY,0.1561,0.0556,3,0,0,0,1,0,0,0,3,4,0,0,0,2,0,0,0,1
SAF,SZR,0.1128,0.0288,-2,-1,-2,-1,-1,1,0,2,1,-2,-1,2,-2,-2,-2,2,0,2
SAF,TER,0.1503,0.1114,-1,0,0,0,-2,-1,0,-1,2,0,0,-2,-2,1,0,0,1,0
SAF,THO,0.2626,0.0920,-2,0,-1,-1,-1,1,-1,0,2,-2,-2,-2,-2,2,2,-1,2,-2
SAF,TOL,0.1676,0.0449,3,0,0,0,1,0,0,0,3,4,0,0,0,2,0,0,0,1
SAF,TON,0.0994,0.0908,1,0,0,0,1,0,0,0,3,1,0,0,0,2,0,0,0,4
SAF,TSC,0.3090,0.1332,2,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,1
SAF,TUN,0.1296,0.0764,-1,0,-2,0,1,0,1,0,-1,1,0,0,0,1,0,0,0,1
SAF,UEI,0.1506,0.0553,1,0,0,0,1,0,0,0,3,1,0,0,0,2,0,0,0,2
SAF,UFI,0.1640,0.1596,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAF,UOE,0.1534,0.0802,1,0,0,0,1,0,0,0,3,2,0,0,0,4,0,0,0,2
SAF,UOS,0.1568,0.0258,3,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,0,1
SAF,UOV,0.1534,0.2018,-1,-2,-2,-1,2,1,0,1,-2,-2,-2,0,0,2,0,0,2,-1
SAF,UOZ,0.1756,0.0729,1,0,0,0,1,0,0,0,5,2,0,0,0,4,0,0,0,1
SAF,USI,0.2670,0.0544,1,0,0,0,1,0,0,0,5,1,0,0,0,2,0,0,0,4
SAF,UTL,0.2185,0.0661,-2,-2,-1,-2,1,1,1,2,-2,-2,1,-2,1,2,-2,2,-2,0
SAF,UWY,0.1046,0.0897,-2,-2,-1,-2,1,-1,1,-1,-2,0,-2,-1,-2,2,-2,2,-2,-2
SAF,VET,0.0551,0.1526,1,0,0,0,2,0,0,0,2,1,0,0,0,5,0,0,0,3
SAF,VFI,0.3855,0.1338,-2,-2,-1,-1,2,-2,0,-1,-1,-2,0,2,2,-1,2,-2,2,2
SAF,VNI,0.1797,0.1052,-2,-2,-1,-2,1,-2,1,-2,-1,-2,-2,-1,-2,-2,1,-2,2,-2
SAF,VSV,0.2298,0.1932,-2,-2,-1,-2,-1,2,1,2,-1,-2,-2,-1,2,-2,-1,2,0,2
SAF,WEI,0.2275,0.0668,1,0,0,0,1,0,0,0,5,2,0,0,0,2,0,0,0,4
SAF,WEN,0.1622,0.1254,1,0,0,0,1,0,0,0,5,2,0,0,0,2,0,0,0,4
SAF,YFI,0.1276,0.1324,5,0,0,0,1,0,0,0,3,4,0,0,0,1,0,0,0,2
SAF,YUG,0.1689,0.0559,1,0,0,0,1,0,0,0,1,-2,0,-1,0,-2,0,0,0,1
SAF,ZON,0.1752,0.0632,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,1
SAO,SAS,0.2870,0.2540,-2,-1,-1,0,-1,-2,0,-1,0,-2,-1,0,-1,-2,-2,0,-1,1
SAO,SAT,0.3236,0.1616,1,0,0,0,1,0,0,0,9,1,0,0,0,1,0,0,0,7
SAO,SAV,0.3218,0.1153,2,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,7
SAO,SBE,0.3406,0.1446,1,0,0,0,2,0,0,0,8,1,0,0,0,1,0,0,0,7
SAO,SBN,0.4971,0.0819,-2,0,-1,-1,0,2,0,1,-1,-2,2,-2,0,2,2,2,1,-2
SAO,SBS,0.2816,0.3379,6,0,0,0,2,0,0,0,1,7,0,0,0,1,0,0,0,1
SAO,SBT,0.2802,0.0388,-2,-1,-2,-1,-1,2,-1,2,2,-1,-1,-1,-2,-1,1,-1,2,1
SAO,SEW,0.2626,0.0489,2,0,0,0,1,0,0,0,10,1,0,0,0,1,0,0,0,17
SAO,SFE,0.2870,0.1558,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,2
SAO,SFF,0.2432,0.0766,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,7
SAO,SFG,0.3256,0.2392,-2,-1,-2,-2,1,1,1,2,-2,-1,-2,1,1,0,2,-2,2,1
SAO,SFH,0.2533,0.2616,4,0,0,0,2,0,0,0,1,7,0,0,0,1,0,0,0,1
SAO,SFN,0.2517,0.0960,2,0,0,0,2,0,0,0,1,1,0,0,0,7,0,0,0,1
SAO,SFO,0.1735,0.0703,-2,-1,-2,-2,0,-1,0,0,-2,-2,-1,1,-2,0,-1,-1,-2,0
SAO,SFS,0.2263,0.2884,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAO,SFV,0.2816,0.3998,2,0,0,0,1,0,0,0,7,1,0,0,0,1,0,0,0,1
SAO,SFW,0.3149,0.1834,1,0,0,0,1,0,0,0,27,1,0,0,0,1,0,0,0,14
SAO,SGT,0.3603,0.2081,1,0,0,0,4,0,0,0,2,1,0,0,0,7,0,0,0,1
SAO,SIV,0.4821,0.0982,-2,-1,-1,-1,2,0,0,-2,-2,-1,-1,-2,-2,1,0,2,0,-1
SAO,SOD,0.4869,0.1202,1,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,7
SAO,SOF,0.3570,0.2269,1,0,0,0,5,0,0,0,1,1,0,0,0,7,0,0,0,1
SAO,SOR,0.2928,0.1102,-2,-1,-1,-2,0,1,0,2,1,-1,-1,1,-2,2,1,0,1,-2
SAO,SOS,0.3705,0.0664,-2,-2,-1,-2,-1,-1,1,-2,-1,-2,-2,1,-2,-1,2,-1,0,-2
SAO,SSF,0.2721,0.0966,-2,-2,-1,-2,1,2,-1,2,-2,-2,-2,-1,0,2,-2,2,-2,-2
SAO,SSO,0.2914,0.1855,-2,-1,-2,-2,1,1,0,1,-1,-2,0,-1,1,-1,-1,-1,-2,0
SAO,SSY,0.2855,0.2306,1,0,0,0,1,0,0,0,1,-2,0,0,0,-1,0,0,0,1
SAO,STF,0.2397,0.0946,-2,-1,-2,-2,-1,-1,-2,1,0,-2,-2,1,-1,-2,0,1,-1,2
SAO,STI,0.3714,0.1242,1,0,0,0,9,0,0,0,1,1,0,0,0,7,0,0,0,1
SAO,STO,0.3274,0.0263,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAO,STT,0.2944,0.0657,1,0,0,0,2,0,0,0,4,1,0,0,0,1,0,0,0,7
SAO,STW,0.3761,0.0797,5,0,0,0,1,0,0,0,3,7,0,0,0,1,0,0,0,2
SAO,SVR,0.3132,0.1268,-2,-2,-2,-2,0,2,-2,2,-1,-2,-1,-1,1,-2,1,-2,1,2
SAO,SVV,0.4499,0.2476,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAO,SVY,0.2500,0.1460,-2,-2,-2,-2,-1,2,-2,2,0,-2,2,1,-1,-2,0,2,-1,1
SAO,SWY,0.3157,0.0479,-2,-2,-1,-2,1,2,-1,-1,-2,-2,-2,-1,-2,-1,1,-1,0,-2
SAO,SZR,0.3649,0.0959,9,0,0,0,1,0,0,0,1,7,0,0,0,1,0,0,0,2
SAO,TER,0.3002,0.0846,5,0,0,0,2,0,0,0,1,7,0,0,0,1,0,0,0,1
SAO,THO,0.5030,0.2540,1,0,0,0,1,0,0,0,5,1,0,0,0,2,0,0,0,14
SAO,TOL,0.4208,0.1649,1,0,0,0,1,0,0,0,9,1,0,0,0,1,0,0,0,7
SAO,TON,0.3749,0.1566,-2,-1,-1,-1,1,-2,1,-1,1,0,-1,-2,1,-2,2,-2,2,-1
SAO,TSC,0.3542,0.1007,9,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1
SAO,TUN,0.2819,0.1768,2,0,0,0,2,0,0,0,6,1,0,0,0,1,0,0,0,7
SAO,UEI,0.4129,0.2694,1,0,0,0,6,0,0,0,1,1,0,0,0,7,0,0,0,1
SAO,UFI,0.2876,0.2413,-2,-1,-2,-2,1,0,0,0,-2,-2,-1,-2,-1,-2,0,-2,1,-1
SAO,UOE,0.3642,0.1789,1,0,0,0,1,0,0,0,3,1,0,0,0,2,0,0,0,7
SAO,UOS,0.3571,0.1969,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,7
SAO,UOV,0.2296,0.1087,1,0,0,0,11,0,0,0,2,1,0,0,0,7,0,0,0,1
SAO,UOZ,0.4467,0.0825,-2,-1,-1,-2,1,0,1,2,0,-2,-2,-1,-1,2,-1,2,1,0
SAO,USI,0.2267,0.0435,-2,-1,-2,-1,1,-2,1,-2,1,-2,-1,1,-2,1,0,1,-2,-1
SAO,UTL,0.2196,0.1581,-2,-2,-1,-2,1,-2,1,-1,-2,0,-2,-1,2,-2,-2,1,-2,2
SAO,UWY,0.2767,0.1219,5,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,7
SAO,VET,0.3521,0.0924,-2,-1,0,-1,1,0,0,0,-1,-2,-1,-2,0,0,-2,1,-2,0
SAO,VFI,0.4914,0.1425,-2,-2,-1,-2,1,1,-1,-1,-2,0,-2,1,-2,-1,-1,2,-2,-1
SAO,VNI,0.4442,0.0898,1,0,0,0,5,0,0,0,3,1,0,0,0,7,0,0,0,2
SAO,VSV,0.4617,0.2435,3,0,0,0,1,0,0,0,3,7,0,0,0,1,0,0,0,2
SAO,WEI,0.4579,0.0777,1,0,0,0,5,0,0,0,1,1,0,0,0,7,0,0,0,2
SAO,WEN,0.3773,0.0794,-2,-1,0,-2,0,-1,1,-2,0,-2,2,-1,0,1,-2,-2,-2,0
SAO,YFI,0.2892,0.1840,-2,-1,-2,-1,-1,2,-1,2,-1,-2,0,-1,1,-1,1,-2,1,2
SAO,YUG,0.4544,0.1115,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,7
SAO,ZON,0.4280,0.1146,-2,-1,-1,-2,-1,0,-2,1,-1,-2,-1,1,0,-2,1,-1,0,2
SAS,SAT,0.1514,0.0314,3,0,0,0,1,0,0,0,3,4,0,0,0,1,0,0,0,1
SAS,SAV,0.0709,0.0416,-2,-2,-1,-2,-1,-1,1,2,-1,-2,0,-2,-1,0,-2,2,-1,0
SAS,SBE,0.3834,0.0477,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1
SAS,SBN,0.3366,0.2223,1,0,0,0,1,0,0,0,5,2,0,0,0,2,0,0,0,4
SAS,SBS,0.3773,0.1283,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,1
SAS,SBT,0.3742,0.1069,1,0,0,0,1,0,0,0,9,1,0,0,0,1,0,0,0,2
SAS,SEW,0.1485,0.0899,-2,-2,-1,-2,1,2,-1,2,-2,0,-1,-2,1,2,-1,2,-1,1
SAS,SFE,0.1528,0.0819,-2,-1,-1,-2,0,1,-1,2,1,-2,-2,2,-2,0,0,-2,-2,-2
SAS,SFF,0.1157,0.2521,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAS,SFG,0.1754,0.1106,-2,-2,-2,-2,-1,2,-2,2,-1,-1,-1,-2,-2,1,1,0,2,-1
SAS,SFH,0.2100,0.2371,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
SAS,SFN,0.2069,0.4435,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAS,SFO,0.1885,0.2429,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAS,SFS,0.1500,0.2503,-2,-2,-1,-2,1,1,1,-1,-2,-2,0,1,-1,1,-1,0,-2,1
SAS,SFV,0.1328,0.1294,2,0,0,0,1,0,0,0,12,1,0,0,0,1,0,0,0,1
SAS,SFW,0.1436,0.0283,3,0,0,0,1,0,0,0,9,4,0,0,0,1,0,0,0,2
SAS,SGT,0.1287,0.1453,-2,0,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAS,SIV,0.2877,0.0223,-2,0,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAS,SOD,0.3186,0.0761,-2,0,-1,-1,0,-2,0,-1,0,-2,-2,-2,-2,-2,0,-1,1,0
SAS,SOF,0.1515,0.1641,-2,-1,-2,-2,-1,-1,-1,2,0,-2,0,-2,-2,0,-1,0,2,0
SAS,SOR,0.1831,0.1639,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1
SAS,SOS,0.1393,0.1340,-2,0,-1,-1,0,1,0,1,0,0,-2,-1,0,0,-2,1,0,0
SAS,SSF,0.1842,0.2255,9,0,0,0,1,0,0,0,3,8,0,0,0,1,0,0,0,2
SAS,SSO,0.1853,0.1409,-2,-1,-2,-2,-1,-1,-1,2,0,-2,0,1,-2,0,2,0,1,0
SAS,SSY,0.1501,0.2111,1,0,0,0,7,0,0,0,1,2,0,0,0,4,0,0,0,1
SAS,STF,0.1129,0.0583,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAS,STI,0.1318,0.0975,-2,-2,-1,-2,1,-1,-1,1,-2,-2,-1,-2,0,-1,0,-1,-2,1
SAS,STO,0.1842,0.1349,-2,-1,-2,-2,0,-1,1,2,-1,-1,0,-1,-1,-2,-1,0,-1,1
SAS,STT,0.0829,0.1145,-1,0,-1,0,1,0,1,0,-1,1,0,0,0,1,0,0,0,1
SAS,STW,0.1379,0.0644,3,0,0,0,1,0,0,0,5,4,0,0,0,1,0,0,0,2
SAS,SVR,0.1319,0.0749,-2,-2,-2,-2,-1,2,-2,2,1,-2,1,1,0,-1,2,1,1,1
SAS,SVV,0.2367,0.1157,1,0,0,0,1,0,0,0,7,1,0,0,0,1,0,0,0,4
SAS,SVY,0.1261,0.2694,-2,-1,-2,-2,0,2,-1,2,-2,-2,1,0,-1,0,1,1,2,0
SAS,SWY,0.1763,0.0554,-2,-1,-1,-1,2,0,0,-1,-2,-2,-2,0,1,-1,1,-2,0,0
SAS,SZR,0.1931,0.0556,-2,-1,-1,-1,2,0,0,-1,-2,0,-2,-2,1,0,0,-1,-2,2
SAS,TER,0.1094,0.3266,1,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,2
SAS,THO,0.3248,0.1106,-2,-1,-1,-1,-1,1,-1,1,0,-2,-2,-1,-1,-2,2,-1,2,0
SAS,TOL,0.2317,0.0307,1,0,0,0,3,0,0,0,3,1,0,0,0,4,0,0,0,1
SAS,TON,0.1867,0.2526,1,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0,0,2
SAS,TSC,0.3817,0.0649,-2,0,-2,-1,0,2,0,2,0,1,0,0,0,1,0,0,0,1
SAS,TUN,0.1299,0.2473,-2,0,-2,0,-1,0,-1,0,2,1,0,0,0,1,0,0,0,1
SAS,UEI,0.2032,0.0383,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,2
SAS,UFI,0.1635,0.1566,-2,0,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAS,UOE,0.1487,0.2360,3,0,0,0,1,0,0,0,1,4,0,0,0,2,0,0,0,1
SAS,UOS,0.1362,0.1600,3,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,1
SAS,UOV,0.1353,0.2775,-2,-1,-1,-1,1,2,-1,2,0,-1,0,0,0,-2,1,0,0,1
SAS,UOZ,0.2319,0.1758,1,0,0,0,1,0,0,0,5,1,0,0,0,2,0,0,0,2
SAS,USI,0.1101,0.2119,-2,-1,-2,-2,-1,-1,-1,2,0,-2,0,-2,-2,0,-1,0,2,0
SAS,UTL,0.2824,0.3029,-2,-2,-1,-2,1,-2,1,-1,-2,0,0,-2,0,-2,-1,-2,1,-2
SAS,UWY,0.1777,0.1360,3,0,0,0,1,0,0,0,5,2,0,0,0,1,0,0,0,4
SAS,VET,0.2008,0.1501,-2,-2,-1,-2,-1,2,-1,2,0,-2,-1,2,-2,-2,-2,2,-2,2
SAS,VFI,0.5131,0.1725,1,0,0,0,3,0,0,0,3,1,0,0,0,2,0,0,0,4
SAS,VNI,0.2510,0.0656,5,0,0,0,1,0,0,0,3,8,0,0,0,1,0,0,0,1
SAS,VSV,0.2961,0.1314,1,0,0,0,1,0,0,0,9,2,0,0,0,2,0,0,0,2
SAS,WEI,0.2699,0.1321,1,0,0,0,5,0,0,0,1,1,0,0,0,8,0,0,0,1
SAS,WEN,0.2258,0.2079,-2,-1,0,-1,2,0,0,0,-1,-2,-2,0,-2,2,0,0,0,-1
SAS,YFI,0.1289,0.0757,-2,-1,-2,-2,-1,1,-1,2,0,0,-1,-2,0,0,-2,2,0,0
SAS,YUG,0.2537,0.1452,1,0,0,0,1,0,0,0,1,-2,0,-1,0,-1,0,0,0,1
SAS,ZON,0.2081,0.1128,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAT,SAV,0.1464,0.1075,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3
SAT,SBE,0.3525,0.1589,-2,0,-2,-1,-1,2,-1,2,1,-2,-2,-1,2,1,2,-1,1,2
SAT,SBN,0.2165,0.1297,-2,-2,-1,-2,-1,0,1,2,0,-1,0,-2,2,-2,-2,-2,-2,1
SAT,SBS,0.3664,0.0436,1,0,0,0,4,0,0,0,1,1,0,0,0,3,0,0,0,1
SAT,SBT,0.3638,0.2584,-2,-2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
SAT,SEW,0.1164,0.0807,-2,-1,-2,-1,0,1,-1,2,-2,-2,-2,1,2,0,1,-2,0,2
SAT,SFE,0.1368,0.3355,-1,-1,0,-1,0,-2,1,-2,1,-2,2,2,-2,-2,-1,2,-1,2
SAT,SFF,0.1268,0.0829,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,9
SAT,SFG,0.1228,0.1167,1,0,0,0,32,0,0,0,1,1,0,0,0,31,0,0,0,1
SAT,SFH,0.1979,0.2099,-2,0,-2,-2,1,-1,0,2,-2,-2,-2,-1,2,-1,-1,1,-2,0
SAT,SFN,0.1955,0.0632,-2,0,-1,-2,2,-2,2,-2,1,-1,1,2,-2,-1,2,2,-2,-1
SAT,SFO,0.1906,0.0783,2,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,9
SAT,SFS,0.1446,0.0918,-2,1,0,-1,-2,-2,-1,0,1,-1,1,2,1,2,-2,-2,-1,1
SAT,SFV,0.0992,0.1037,2,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,1
SAT,SFW,0.1057,0.0116,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,2
SAT,SGT,0.1021,0.0490,8,0,0,0,1,0,0,0,1,9,0,0,0,1,0,0,0,1
SAT,SIV,0.1899,0.0534,-2,-2,-1,-2,-1,-2,2,1,-2,-2,-2,1,-1,-2,2,-1,1,2
SAT,SOD,0.1942,0.0651,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,3
SAT,SOF,0.0823,0.0723,-1,-2,-1,-1,1,1,-1,2,0,-2,-1,1,2,-1,0,1,0,2
SAT,SOR,0.1198,0.2358,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3
SAT,SOS,0.1220,0.2453,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3
SAT,SSF,0.1679,0.1654,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,2
SAT,SSO,0.1487,0.1009,5,0,0,0,2,0,0,0,1,3,0,0,0,3,0,0,0,1
SAT,SSY,0.1384,0.1211,-2,0,-1,-1,-1,-2,1,-2,1,-2,-2,-1,-1,-2,1,-2,2,2
SAT,STF,0.1308,0.1097,-2,-2,-1,-2,0,-1,0,-1,-1,-2,-1,1,-2,-1,-2,-1,-2,2
SAT,STI,0.1638,0.3248,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAT,STO,0.1308,0.0814,7,0,0,0,2,0,0,0,1,3,0,0,0,3,0,0,0,1
SAT,STT,0.1013,0.1101,1,0,0,0,2,0,0,0,4,1,0,0,0,1,0,0,0,9
SAT,STW,0.1339,0.1007,-2,1,-2,-2,2,-1,-1,2,-2,-2,1,2,0,0,2,-1,2,2
SAT,SVR,0.1081,0.1617,1,0,0,0,23,0,0,0,1,1,0,0,0,18,0,0,0,1
SAT,SVV,0.1508,0.1304,-2,0,-1,-1,1,-2,1,-2,0,-1,-1,2,-2,0,1,-2,-1,-2
SAT,SVY,0.1031,0.2278,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1
SAT,SWY,0.0603,0.0044,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAT,SZR,0.0859,0.1718,1,0,0,0,1,0,0,0,1,0,-2,-2,0,0,1,-1,0,0
SAT,TER,0.0918,0.2043,1,0,0,0,5,0,0,0,2,1,0,0,0,3,0,0,0,3
SAT,THO,0.2215,0.2725,-2,-2,-1,-1,1,1,0,1,0,-2,-2,2,2,-2,-1,1,0,2
SAT,TOL,0.1115,0.0222,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAT,TON,0.1290,0.1887,1,0,0,0,1,0,0,0,1,-1,-2,0,-1,1,0,0,0,-1
SAT,TSC,0.3513,0.1018,-2,-2,0,-2,2,-2,0,0,-2,-1,0,0,0,-2,1,0,-1,2
SAT,TUN,0.0984,0.1611,2,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,3
SAT,UEI,0.1124,0.0803,-2,-1,-1,0,-1,0,0,0,1,-2,0,-1,0,-1,0,1,0,2
SAT,UFI,0.1335,0.1648,-2,-1,-1,-2,0,0,-2,2,-2,-1,-1,-2,1,2,-1,1,-1,-1
SAT,UOE,0.0827,0.1357,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,3
SAT,UOS,0.0841,0.1927,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3
SAT,UOV,0.1372,0.1101,-2,0,-1,-2,2,2,1,2,-2,-1,-1,-1,-2,-1,1,-2,1,-2
SAT,UOZ,0.1543,0.3401,-2,-2,-1,-1,-1,2,-1,0,1,-2,-1,-2,-1,-2,1,-2,-1,1
SAT,USI,0.1869,0.0473,-2,-1,-1,-1,2,1,0,0,-1,-1,2,2,1,1,-1,-2,1,0
SAT,UTL,0.2716,0.0838,-2,-2,-1,-2,1,-2,1,-1,-2,-1,-1,2,-2,2,2,-2,-1,-1
SAT,UWY,0.1329,0.2786,-2,1,-2,-1,-2,-2,-1,-2,-1,-2,-2,-1,-2,1,-1,-2,2,-2
SAT,VET,0.1389,0.1754,-2,-2,-1,-2,0,0,-2,2,0,-2,-1,0,-2,2,1,-1,2,-2
SAT,VFI,0.4807,0.1893,1,0,0,0,1,0,0,0,1,-2,-2,0,1,0,0,0,0,1
SAT,VNI,0.1379,0.0364,5,0,0,0,1,0,0,0,1,6,0,0,0,1,0,0,0,1
SAT,VSV,0.1745,0.3644,1,0,0,0,1,0,0,0,1,-2,-1,0,0,1,0,0,0,-1
SAT,WEI,0.1595,0.1075,1,0,0,0,5,0,0,0,1,1,0,0,0,6,0,0,0,3
SAT,WEN,0.1019,0.1749,1,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,18
SAT,YFI,0.1109,0.1854,5,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,1
SAT,YUG,0.1508,0.1267,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,9
SAT,ZON,0.1288,0.0948,-2,-1,-1,-2,1,-1,0,0,-1,-1,-2,1,2,-2,1,-1,-1,2
SAV,SBE,0.3919,0.1906,1,0,0,0,1,0,0,0,8,1,0,0,0,1,0,0,0,3
SAV,SBN,0.3149,0.2233,5,0,0,0,1,0,0,0,1,12,0,0,0,2,0,0,0,1
SAV,SBS,0.3929,0.1598,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1
SAV,SBT,0.3898,0.1612,-2,-1,0,1,-1,0,0,0,1,1,0,0,0,1,0,0,0,1
SAV,SEW,0.1677,0.1352,1,0,0,0,1,0,0,0,11,1,0,0,0,1,0,0,0,8
SAV,SFE,0.1812,0.2594,1,0,0,0,7,0,0,0,1,1,0,0,0,24,0,0,0,1
SAV,SFF,0.1501,0.1584,2,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,1
SAV,SFG,0.1952,0.1253,-2,-2,0,-2,1,-2,1,-1,-2,-2,-2,-1,-1,1,2,0,1,-2
SAV,SFH,0.2432,0.1842,1,0,0,0,2,0,0,0,2,3,0,0,0,1,0,0,0,1
SAV,SFN,0.2406,0.1897,1,0,0,0,1,0,0,0,2,1,0,0,0,3,0,0,0,1
SAV,SFO,0.2196,0.0806,-2,-1,-1,-2,1,-1,-1,-1,-1,-1,1,-2,-2,-1,-1,-1,2,-2
SAV,SFS,0.1825,0.1110,1,0,0,0,1,0,0,0,7,1,0,0,0,1,0,0,0,6
SAV,SFV,0.1569,0.3496,1,0,0,0,2,0,0,0,8,1,0,0,0,1,0,0,0,1
SAV,SFW,0.1344,0.0862,1,0,0,0,1,0,0,0,9,1,0,0,0,2,0,0,0,2
